,productGroup,asin,categories,categoryTree,rootCategory,nodepath,nodeID
4132,Lawn & Patio,B0081STHQQ,"[3744621, 23430953011, 23900373011, 16349114011, 19927340011, 23430952011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 3610841, 'name': 'Storage & Organization'}, {'catId': 2422430011, 'name': 'Baskets, Bins & Containers'}, {'catId': 3744621, 'name': 'Shelf Baskets'}]",1055398,,
4133,Kitchen,B008Y49BLI,"[82805913011, 9298951011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77078574011, 'name': 'Glassware, Drinkware and Bar Equipment'}, {'catId': 82805909011, 'name': 'Glassware and Drinkware'}, {'catId': 82805913011, 'name': 'Cups, Mugs and Saucers'}]",265523,,
4134,Furniture,B003UCDNUY,"[3735831, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21487702011, 'name': 'Rugs, Pads & Protectors'}, {'catId': 3735831, 'name': 'Runners'}]",1055398,,
4135,Kitchen,B002MPQH94,"[77182856011, 289825]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182848011, 'name': 'Cookware'}, {'catId': 77182856011, 'name': 'Pressure Cookers'}]",265523,,
4136,Home,B005Y8GE6C,"[14053321, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 2224405011, 'name': 'Comforters & Sets'}, {'catId': 14053321, 'name': 'Comforter Sets'}]",1055398,,
4137,Kitchen,B004101GQC,"[18505439011, 82787608011, 119008844011, 678508011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337712011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_6001'}, {'catId': 18505439011, 'name': 'Best Sellers in Kitchen'}]",265523,,
4138,Home,B001L2MD2E,"[3734481, 23627432011, 15966283011, 18505454011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063282, 'name': 'Candles & Holders'}, {'catId': 3734391, 'name': 'Candles'}, {'catId': 3734481, 'name': 'Jar Candles'}]",1055398,,
4139,Home,B003CT37L0,"[3732981, 28669630011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063308, 'name': 'Bedroom Furniture'}, {'catId': 3732961, 'name': 'Mattresses & Box Springs'}, {'catId': 3732981, 'name': 'Mattresses'}]",1055398,,
4140,Home,B0018ZHHS4,"[18505454011, 10755432011, 13900821, 19316792011]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337679011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3101'}, {'catId': 18505454011, 'name': 'Best Sellers in Home'}]",265523,,
4141,Home,B000JDGC78,"[3734481, 23655497011, 23708725011, 23888072011, 23928843011, 17938207011, 23592328011, 23625882011, 23729109011, 24427988011, 21498604011, 18505454011, 17938205011, 23627432011, 21468302011, 31108631011, 19428274011, 21523846011, 24427999011, 20077028011, 23888070011, 21523842011, 23485075011, 23659939011, 23659937011, 17938206011, 23729107011, 17938211011, 18327717011, 20800467011, 23679078011, 24069578011, 17938208011, 21498557011, 23729105011, 21523844011, 23570981011, 13900811, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063282, 'name': 'Candles & Holders'}, {'catId': 3734391, 'name': 'Candles'}, {'catId': 3734481, 'name': 'Jar Candles'}]",1055398,,
4142,Kitchen,B002I6XNS0,"[510136, 77182872011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 510136, 'name': 'Storage & Organization'}]",1055398,Home & Kitchen/Kitchen & Dining/Storage & Organization,510136.0
4143,Kitchen,B002I6XNS0,"[510136, 77182872011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 510136, 'name': 'Storage & Organization'}]",1055398,Home & Kitchen/Storage & Organization/Kitchen Storage & Organization,510136.0
4144,Furniture,B001VF1SWM,"[3734181, 17659392011, 23705309011, 13900811, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 5422303011, 'name': 'Game & Recreation Room Furniture'}, {'catId': 8516085011, 'name': 'Folding Tables & Chairs'}, {'catId': 3734181, 'name': 'Folding Tables'}]",1055398,Home & Kitchen/Furniture/Game & Recreation Room Furniture/Folding Tables,3734181.0
4145,Kitchen,B002VUQJSE,"[17725657011, 24065233011]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 915194, 'name': 'Coffee, Tea & Espresso'}, {'catId': 7740213011, 'name': 'Coffee Makers'}, {'catId': 17725657011, 'name': 'Pour Over Coffee Makers'}]",1055398,,
4146,Kitchen,B00061MZVU,"[289781, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 289754, 'name': 'Kitchen Utensils & Gadgets'}, {'catId': 289779, 'name': 'Seasoning & Spice Tools'}, {'catId': 289781, 'name': 'Herb & Spice Mills'}]",1055398,,
4147,Home,B00BVZLFG6,"[3731761, 17659392011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063244, 'name': 'Towels'}, {'catId': 3731761, 'name': 'Towel Sets'}]",1055398,,
4148,Home,B001F9UHW6,"[3743911, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063238, 'name': 'Bathroom Accessories'}, {'catId': 1063246, 'name': 'Shower Curtains, Hooks & Liners'}, {'catId': 3743911, 'name': 'Shower Curtain Rods'}]",1055398,,
4149,Kitchen,B002IA0PH8,"[16907729011, 24065240011, 16349114011, 678514011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337675011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_1101'}, {'catId': 16907729011, 'name': 'Business Pricing: Kitchen'}]",265523,,
4150,Furniture,B008TKW7MW,"[23920412011, 5016463011]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337647011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3301'}, {'catId': 23772815011, 'name': 'Education'}, {'catId': 23920405011, 'name': 'Food Service'}, {'catId': 23920410011, 'name': 'Food Service Disposables'}, {'catId': 23920412011, 'name': 'Food Service Disposables'}]",265523,,
4151,Kitchen,B0019M7IT4,"[77182858011, 77182873011, 289696, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182848011, 'name': 'Cookware'}, {'catId': 77182858011, 'name': 'Bowls'}]",265523,,
4152,Kitchen,B002WB12IY,"[10179245011, 17659392011, 24065233011, 23870136011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 915194, 'name': 'Coffee, Tea & Espresso'}, {'catId': 3118170011, 'name': 'Tea Accessories'}, {'catId': 3737181, 'name': 'Tea Strainers & Filters'}, {'catId': 10179245011, 'name': 'Tea Filters'}]",1055398,,
4153,Kitchen,B00074THZ8,"[77197994011, 82785827011, 82805919011, 9298947011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77077425011, 'name': 'Cutlery, Dinnerware and Knives'}, {'catId': 77182887011, 'name': 'Bowls'}, {'catId': 77197994011, 'name': 'Bowl Sets'}]",265523,,
4154,Home,B00004ZBOK,"[3735621, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 21557028011, 'name': 'Photo Albums'}, {'catId': 3735621, 'name': 'Bookshelf Albums'}]",1055398,,
4155,Kitchen,B003SLDND4,[289834],"[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 289814, 'name': 'Cookware'}, {'catId': 19343857011, 'name': 'Pots & Pans'}, {'catId': 289834, 'name': 'Woks & Stir-Fry Pans'}]",1055398,,
4156,Kitchen,B001EN4QD4,"[24065798011, 82795864011, 119008843011, 289901]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337688011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_4901'}, {'catId': 23686064011, 'name': 'Breakroom'}, {'catId': 24005362011, 'name': 'Power & Accessories'}, {'catId': 24065798011, 'name': 'Cooking Utensils'}]",265523,,
4157,Home,B00436GI4O,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
4158,Home,B003G2ZWDY,"[10671050011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 10671039011, 'name': 'Quilts & Sets'}, {'catId': 10671050011, 'name': 'Quilt Sets'}]",1055398,,
4159,Kitchen,B000KESPU8,"[77182879011, 678529011]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182859011, 'name': 'Bakeware'}, {'catId': 77182871011, 'name': 'Tools and accessories'}, {'catId': 77182879011, 'name': 'Cookie cutters'}]",265523,,
4160,Home,B00B10MKDI,"[3733771, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063312, 'name': 'Home Office Furniture'}, {'catId': 3733771, 'name': 'Drafting Tables'}]",1055398,,
4161,Home,B004RGAZOO,[3744031],"[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 510136, 'name': 'Storage & Organization'}, {'catId': 3744031, 'name': 'Kitchen Storage & Organization Accessories'}]",1055398,,
4162,Home,B0041RRPJC,"[695489011, 17938212011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 3610841, 'name': 'Storage & Organization'}, {'catId': 3744341, 'name': 'Laundry Storage & Organization'}, {'catId': 695489011, 'name': 'Laundry Hampers'}]",1055398,,
4163,Kitchen,B0000CFN85,"[77182875011, 2231408011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182859011, 'name': 'Bakeware'}, {'catId': 77182871011, 'name': 'Tools and accessories'}, {'catId': 77182875011, 'name': 'Baking cups'}]",265523,,
4164,Home,B00BWN690O,"[3731701, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063244, 'name': 'Towels'}, {'catId': 3731701, 'name': 'Bath Sheets'}]",1055398,,
4165,Kitchen,B0083I7TCI,"[23705309011, 17702086011, 17659392011, 119008844011, 13838461, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337675011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_1101'}, {'catId': 23564382011, 'name': 'Request for quote'}, {'catId': 23705309011, 'name': 'Request for quote | Hospitality'}]",265523,,
4166,Kitchen,B0002U33RU,"[119008844011, 119011811011, 300196, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 119008844011, 'name': 'Best sellers in medical supplies'}]",265523,,
4167,Kitchen,B000WSBZUY,"[3734831, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 3734741, 'name': 'Home Fragrance'}, {'catId': 13980701, 'name': 'Incense & Incense Holders'}, {'catId': 3734831, 'name': 'Incense Holders'}]",1055398,,
4168,Home,B005U65A2C,"[3736151, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063302, 'name': 'Window Treatments'}, {'catId': 3736141, 'name': 'Curtains & Drapes'}, {'catId': 3736151, 'name': 'Panels'}]",1055398,,
4169,Kitchen,B000AZV8W4,"[77182857011, 289761, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182848011, 'name': 'Cookware'}, {'catId': 77182857011, 'name': 'Collanders and Strainers'}]",265523,,
4170,Kitchen,B000N4WN08,"[17938207011, 17938213011, 23705309011, 17702086011, 17923020011, 17938212011, 10755432011, 18505439011, 17938206011, 77182853011, 119008844011, 17923019011, 18327717011, 17938209011, 17938208011, 289818, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337659011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_5001'}, {'catId': 17938207011, 'name': 'Best Sellers in Taiwan'}]",265523,,
4171,Drugstore,B0002AHW0O,"[17685839011, 23772850011, 17929583011, 17659392011, 23774477011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 3206324011, 'name': 'Heating, Cooling & Air Quality'}, {'catId': 17685839011, 'name': 'Humidifiers'}]",1055398,"Home & Kitchen/Heating, Cooling & Air Quality/Humidifiers",17685839011.0
4172,Kitchen,B003CT340Y,"[16907729011, 77182851011, 289832, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337675011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_1101'}, {'catId': 16907729011, 'name': 'Business Pricing: Kitchen'}]",265523,,
4173,Furniture,B005FP3TSK,"[3733491, 13900811, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063318, 'name': 'Living Room Furniture'}, {'catId': 3733491, 'name': 'Chairs'}]",1055398,,
4174,Home,B004EJCNOY,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
4175,Furniture,B001KW0BBA,"[1063310, 13900851, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063318, 'name': 'Living Room Furniture'}, {'catId': 1063310, 'name': 'TV & Media Furniture'}]",1055398,Home & Kitchen/Furniture/Game & Recreation Room Furniture/TV & Media Furniture,1063310.0
4176,Furniture,B001KW0BBA,"[1063310, 13900851, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063318, 'name': 'Living Room Furniture'}, {'catId': 1063310, 'name': 'TV & Media Furniture'}]",1055398,Home & Kitchen/Furniture/Living Room Furniture/TV & Media Furniture,1063310.0
4177,Home,B000H6DOGO,"[23920412011, 6054384011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337647011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3301'}, {'catId': 23772815011, 'name': 'Education'}, {'catId': 23920405011, 'name': 'Food Service'}, {'catId': 23920410011, 'name': 'Food Service Disposables'}, {'catId': 23920412011, 'name': 'Food Service Disposables'}]",265523,Home & Kitchen/Kitchen & Dining/Dining & Entertaining/Tabletop Accessories/Linens/Disposable Table Covers,6054384011.0
4178,Home,B000H6DOGO,"[23920412011, 6054384011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337647011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3301'}, {'catId': 23772815011, 'name': 'Education'}, {'catId': 23920405011, 'name': 'Food Service'}, {'catId': 23920410011, 'name': 'Food Service Disposables'}, {'catId': 23920412011, 'name': 'Food Service Disposables'}]",265523,Home & Kitchen/Kitchen & Dining/Food Service Equipment & Supplies/Tabletop & Serveware/Kitchen Linens/Disposable Table Covers,6054384011.0
4179,Home,B000H6DOGO,"[23920412011, 6054384011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337647011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3301'}, {'catId': 23772815011, 'name': 'Education'}, {'catId': 23920405011, 'name': 'Food Service'}, {'catId': 23920410011, 'name': 'Food Service Disposables'}, {'catId': 23920412011, 'name': 'Food Service Disposables'}]",265523,Home & Kitchen/Kitchen & Dining/Kitchen & Table Linens/Disposable Table Covers,6054384011.0
4180,Automotive Parts and Accessories,B00192KYE0,"[695489011, 17515225011, 23680141011, 17659392011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 3610841, 'name': 'Storage & Organization'}, {'catId': 3744341, 'name': 'Laundry Storage & Organization'}, {'catId': 695489011, 'name': 'Laundry Hampers'}]",1055398,,
4181,Kitchen,B0006A2ZR0,"[18505439011, 289940]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337712011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_6001'}, {'catId': 18505439011, 'name': 'Best Sellers in Kitchen'}]",265523,,
4182,Home,B0098VYSG4,"[3732781, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063274, 'name': 'Sheets & Pillowcases'}, {'catId': 3732781, 'name': 'Sheet & Pillowcase Sets'}]",1055398,,
4183,Kitchen,B007F6EN96,"[289913, 18505439011, 17938210011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 289913, 'name': 'Small Appliances'}]",1055398,Home & Kitchen/Kitchen & Dining/Small Appliances,289913.0
4184,Home,B00322Y9QY,"[1095304, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 3735061, 'name': 'Home Décor Accents'}, {'catId': 1095304, 'name': 'Collectible Figurines'}]",1055398,,
4185,Furniture,B002XWFQ8O,"[3735831, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21487702011, 'name': 'Rugs, Pads & Protectors'}, {'catId': 3735831, 'name': 'Runners'}]",1055398,,
4186,Kitchen,B004OYD0KK,"[13218451, 13900811]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 13162311, 'name': 'Dining & Entertaining'}, {'catId': 13217501, 'name': 'Glassware & Drinkware'}, {'catId': 13218451, 'name': 'Tumblers & Water Glasses'}]",1055398,,
4187,Home Improvement,B00D7679EO,"[3736211, 23689407011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063302, 'name': 'Window Treatments'}, {'catId': 3736181, 'name': 'Blinds & Shades'}, {'catId': 3736211, 'name': 'Roller Shades'}]",1055398,,
4188,Kitchen,B001QGPHXM,"[18505439011, 82795060011, 119011811011, 23616035011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337712011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_6001'}, {'catId': 18505439011, 'name': 'Best Sellers in Kitchen'}]",265523,,
4189,Kitchen,B0002ZW5WY,"[14309871, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 289754, 'name': 'Kitchen Utensils & Gadgets'}, {'catId': 23944789011, 'name': 'Kitchen Knives & Accessories'}, {'catId': 289852, 'name': 'Asian Knives'}, {'catId': 14309871, 'name': 'Santoku Knives'}]",1055398,,
4190,Home Improvement,B00D72R6SW,"[3736241, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063302, 'name': 'Window Treatments'}, {'catId': 3736181, 'name': 'Blinds & Shades'}, {'catId': 3736241, 'name': 'Cellular Shades'}]",1055398,,
4191,Home,B00436GJ20,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
